user_id,days,steps_tried,correct,wrong,correct_ratio,viewed
435,1.0,2.0,2.0,0.0,1.0,58
437,3.0,24.0,23.0,10.0,0.696969696969697,410
438,1.0,7.0,7.0,19.0,0.2692307692307692,36
439,2.0,8.0,8.0,24.0,0.25,118
440,1.0,4.0,4.0,0.0,1.0,36
442,3.0,7.0,7.0,23.0,0.23333333333333334,348
443,2.0,7.0,7.0,1.0,0.875,674
444,1.0,1.0,1.0,0.0,1.0,28
445,1.0,2.0,2.0,0.0,1.0,76
446,2.0,5.0,5.0,7.0,0.4166666666666667,246
450,1.0,1.0,1.0,0.0,1.0,15
453,1.0,8.0,8.0,0.0,1.0,359
463,1.0,2.0,2.0,0.0,1.0,6
468,1.0,2.0,2.0,0.0,1.0,11
472,2.0,11.0,11.0,20.0,0.3548387096774194,451
477,1.0,1.0,1.0,0.0,1.0,94
481,1.0,4.0,4.0,0.0,1.0,31
482,1.0,4.0,4.0,1.0,0.8,121
488,3.0,8.0,8.0,2.0,0.8,418
489,1.0,3.0,3.0,0.0,1.0,20
490,2.0,15.0,15.0,5.0,0.75,90
493,1.0,1.0,1.0,1.0,0.5,47
495,1.0,2.0,2.0,2.0,0.5,10
496,3.0,30.0,26.0,42.0,0.38235294117647056,209
501,1.0,10.0,10.0,5.0,0.6666666666666666,48
502,1.0,2.0,2.0,0.0,1.0,152
505,1.0,8.0,8.0,13.0,0.38095238095238093,35
506,1.0,7.0,7.0,19.0,0.2692307692307692,119
508,2.0,12.0,10.0,32.0,0.23809523809523808,366
509,1.0,5.0,5.0,4.0,0.5555555555555556,128
510,2.0,9.0,9.0,4.0,0.6923076923076923,138
512,2.0,9.0,9.0,2.0,0.8181818181818182,141
517,1.0,2.0,2.0,0.0,1.0,38
519,2.0,7.0,7.0,3.0,0.7,135
520,1.0,9.0,9.0,2.0,0.8181818181818182,28
521,1.0,2.0,2.0,0.0,1.0,10
524,1.0,1.0,1.0,0.0,1.0,79
525,3.0,8.0,8.0,3.0,0.7272727272727273,90
528,3.0,9.0,9.0,4.0,0.6923076923076923,292
533,1.0,1.0,1.0,0.0,1.0,3
539,1.0,1.0,1.0,0.0,1.0,10
541,1.0,9.0,9.0,6.0,0.6,214
542,4.0,16.0,16.0,9.0,0.64,189
544,1.0,8.0,8.0,3.0,0.7272727272727273,73
548,1.0,2.0,2.0,0.0,1.0,24
550,1.0,2.0,2.0,0.0,1.0,12
551,2.0,6.0,6.0,1.0,0.8571428571428571,45
552,1.0,3.0,3.0,1.0,0.75,19
553,2.0,16.0,16.0,23.0,0.41025641025641024,555
555,1.0,6.0,6.0,4.0,0.6,24
560,2.0,13.0,13.0,13.0,0.5,468
564,2.0,13.0,14.0,9.0,0.6086956521739131,61
568,1.0,5.0,5.0,2.0,0.7142857142857143,72
569,2.0,23.0,23.0,39.0,0.3709677419354839,396
572,2.0,16.0,16.0,9.0,0.64,297
573,1.0,4.0,5.0,6.0,0.45454545454545453,30
576,1.0,4.0,4.0,4.0,0.5,452
580,1.0,1.0,1.0,0.0,1.0,6
581,1.0,2.0,2.0,0.0,1.0,27
587,2.0,23.0,23.0,9.0,0.71875,219
589,2.0,27.0,26.0,59.0,0.3058823529411765,927
590,1.0,3.0,3.0,3.0,0.5,21
591,2.0,14.0,14.0,16.0,0.4666666666666667,475
594,2.0,2.0,2.0,0.0,1.0,745
595,1.0,2.0,2.0,0.0,1.0,18
596,1.0,8.0,8.0,6.0,0.5714285714285714,45
604,1.0,11.0,11.0,3.0,0.7857142857142857,314
605,3.0,25.0,24.0,79.0,0.23300970873786409,554
606,1.0,2.0,2.0,0.0,1.0,182
608,4.0,9.0,9.0,50.0,0.15254237288135594,68
609,3.0,12.0,10.0,27.0,0.2702702702702703,85
610,1.0,2.0,1.0,1.0,0.5,11
616,1.0,2.0,1.0,2.0,0.3333333333333333,25
618,1.0,2.0,2.0,0.0,1.0,104
620,1.0,11.0,10.0,2.0,0.8333333333333334,176
622,1.0,2.0,2.0,0.0,1.0,6
624,1.0,1.0,1.0,0.0,1.0,3
629,1.0,2.0,2.0,2.0,0.5,20
632,1.0,2.0,2.0,1.0,0.6666666666666666,188
634,1.0,8.0,8.0,1.0,0.8888888888888888,28
635,1.0,3.0,3.0,0.0,1.0,1907
637,2.0,9.0,9.0,8.0,0.5294117647058824,202
638,1.0,9.0,9.0,4.0,0.6923076923076923,443
643,2.0,9.0,8.0,91.0,0.08080808080808081,985
644,1.0,2.0,2.0,1.0,0.6666666666666666,6
645,2.0,8.0,7.0,10.0,0.4117647058823529,194
648,1.0,1.0,1.0,8.0,0.1111111111111111,8
651,1.0,6.0,4.0,6.0,0.4,77
653,1.0,2.0,2.0,2.0,0.5,6
655,1.0,9.0,9.0,4.0,0.6923076923076923,37
657,2.0,7.0,7.0,7.0,0.5,35
660,1.0,2.0,2.0,0.0,1.0,11
661,1.0,4.0,5.0,1.0,0.8333333333333334,364
665,1.0,3.0,3.0,4.0,0.42857142857142855,38
667,1.0,1.0,1.0,0.0,1.0,4
669,1.0,2.0,2.0,0.0,1.0,10
673,1.0,2.0,2.0,0.0,1.0,12
675,4.0,41.0,41.0,39.0,0.5125,173
676,2.0,8.0,8.0,1.0,0.8888888888888888,536
677,3.0,7.0,7.0,2.0,0.7777777777777778,103
678,2.0,8.0,8.0,10.0,0.4444444444444444,66
681,2.0,8.0,8.0,10.0,0.4444444444444444,372
682,1.0,2.0,2.0,1.0,0.6666666666666666,6
686,1.0,5.0,5.0,6.0,0.45454545454545453,132
687,1.0,2.0,2.0,0.0,1.0,55
689,2.0,7.0,5.0,7.0,0.4166666666666667,88
691,1.0,2.0,2.0,7.0,0.2222222222222222,9
692,1.0,2.0,2.0,3.0,0.4,16
694,1.0,2.0,2.0,4.0,0.3333333333333333,14
695,1.0,2.0,2.0,1.0,0.6666666666666666,59
697,2.0,7.0,7.0,15.0,0.3181818181818182,170
699,1.0,10.0,9.0,18.0,0.3333333333333333,33
701,1.0,3.0,3.0,1.0,0.75,30
702,3.0,19.0,19.0,4.0,0.8260869565217391,363
703,1.0,2.0,2.0,0.0,1.0,917
707,1.0,2.0,2.0,1.0,0.6666666666666666,125
708,2.0,5.0,5.0,1.0,0.8333333333333334,93
709,4.0,28.0,28.0,6.0,0.8235294117647058,407
710,2.0,26.0,25.0,35.0,0.4166666666666667,153
713,3.0,29.0,30.0,48.0,0.38461538461538464,295
716,2.0,12.0,12.0,11.0,0.5217391304347826,691
717,1.0,2.0,2.0,0.0,1.0,10
721,1.0,24.0,24.0,12.0,0.6666666666666666,151
722,1.0,2.0,2.0,1.0,0.6666666666666666,25
724,3.0,16.0,15.0,9.0,0.625,1241
727,1.0,4.0,4.0,0.0,1.0,170
729,1.0,2.0,2.0,1.0,0.6666666666666666,8
732,2.0,6.0,6.0,1.0,0.8571428571428571,306
735,2.0,14.0,14.0,16.0,0.4666666666666667,63
738,2.0,8.0,7.0,11.0,0.3888888888888889,71
740,2.0,8.0,8.0,5.0,0.6153846153846154,112
743,1.0,2.0,2.0,3.0,0.4,1078
752,3.0,31.0,33.0,42.0,0.44,444
753,1.0,2.0,2.0,0.0,1.0,8
755,2.0,6.0,6.0,73.0,0.0759493670886076,74
756,2.0,4.0,2.0,7.0,0.2222222222222222,18
759,2.0,6.0,6.0,6.0,0.5,277
763,1.0,2.0,1.0,1.0,0.5,20
764,1.0,9.0,9.0,2.0,0.8181818181818182,48
766,1.0,9.0,9.0,3.0,0.75,111
767,1.0,2.0,2.0,0.0,1.0,20
768,1.0,2.0,2.0,0.0,1.0,7
769,2.0,3.0,3.0,0.0,1.0,126
771,2.0,13.0,11.0,12.0,0.4782608695652174,318
773,1.0,2.0,2.0,0.0,1.0,14
775,1.0,2.0,1.0,4.0,0.2,28
777,1.0,2.0,2.0,0.0,1.0,7
780,1.0,2.0,2.0,0.0,1.0,10
781,1.0,8.0,8.0,3.0,0.7272727272727273,47
782,1.0,2.0,2.0,0.0,1.0,145
783,1.0,4.0,4.0,3.0,0.5714285714285714,730
785,3.0,17.0,17.0,2.0,0.8947368421052632,484
790,3.0,15.0,15.0,3.0,0.8333333333333334,373
791,4.0,50.0,50.0,37.0,0.5747126436781609,512
793,1.0,9.0,9.0,14.0,0.391304347826087,62
797,2.0,8.0,6.0,15.0,0.2857142857142857,91
798,2.0,4.0,4.0,2.0,0.6666666666666666,64
799,1.0,1.0,1.0,0.0,1.0,166
803,1.0,2.0,3.0,2.0,0.6,22
808,1.0,9.0,9.0,36.0,0.2,95
809,2.0,37.0,37.0,17.0,0.6851851851851852,212
811,1.0,2.0,2.0,0.0,1.0,458
815,1.0,9.0,9.0,1.0,0.9,40
816,3.0,9.0,8.0,35.0,0.18604651162790697,626
819,1.0,7.0,7.0,0.0,1.0,122
822,4.0,24.0,24.0,38.0,0.3870967741935484,452
823,1.0,2.0,2.0,0.0,1.0,18
824,4.0,75.0,76.0,88.0,0.4634146341463415,273
825,1.0,3.0,2.0,1.0,0.6666666666666666,161
826,2.0,8.0,8.0,4.0,0.6666666666666666,162
827,2.0,13.0,13.0,6.0,0.6842105263157895,314
830,2.0,5.0,5.0,0.0,1.0,199
831,4.0,29.0,31.0,33.0,0.484375,837
833,1.0,4.0,4.0,0.0,1.0,42
834,2.0,9.0,9.0,1.0,0.9,70
836,1.0,5.0,5.0,1.0,0.8333333333333334,41
838,2.0,8.0,8.0,19.0,0.2962962962962963,604
839,1.0,3.0,3.0,0.0,1.0,84
840,2.0,8.0,8.0,0.0,1.0,121
841,1.0,9.0,9.0,7.0,0.5625,213
847,1.0,2.0,2.0,0.0,1.0,13
849,1.0,5.0,4.0,5.0,0.4444444444444444,165
851,1.0,2.0,2.0,0.0,1.0,8
852,1.0,2.0,2.0,0.0,1.0,10
853,1.0,2.0,2.0,0.0,1.0,12
854,1.0,8.0,8.0,8.0,0.5,335
856,1.0,2.0,2.0,2.0,0.5,21
863,3.0,9.0,10.0,10.0,0.5,317
866,2.0,9.0,9.0,2.0,0.8181818181818182,51
867,1.0,2.0,2.0,2.0,0.5,20
868,1.0,1.0,1.0,0.0,1.0,6
871,1.0,1.0,0.0,1.0,0.0,1
873,3.0,14.0,13.0,25.0,0.34210526315789475,148
875,1.0,3.0,2.0,10.0,0.16666666666666666,14
876,1.0,2.0,2.0,1.0,0.6666666666666666,11
883,2.0,15.0,14.0,16.0,0.4666666666666667,94
888,2.0,8.0,8.0,4.0,0.6666666666666666,91
890,3.0,8.0,8.0,8.0,0.5,235
892,1.0,8.0,8.0,8.0,0.5,29
893,1.0,4.0,3.0,5.0,0.375,266
899,4.0,23.0,23.0,26.0,0.46938775510204084,605
902,1.0,9.0,10.0,7.0,0.5882352941176471,1412
903,2.0,9.0,9.0,6.0,0.6,587
906,1.0,4.0,4.0,0.0,1.0,25
908,1.0,2.0,2.0,10.0,0.16666666666666666,8
909,2.0,23.0,24.0,16.0,0.6,213
910,1.0,2.0,2.0,1.0,0.6666666666666666,397
911,3.0,38.0,44.0,13.0,0.7719298245614035,447
915,3.0,35.0,35.0,16.0,0.6862745098039216,335
919,1.0,1.0,1.0,0.0,1.0,11
921,1.0,2.0,2.0,2.0,0.5,122
922,2.0,4.0,4.0,2.0,0.6666666666666666,60
927,3.0,19.0,19.0,4.0,0.8260869565217391,231
928,1.0,2.0,2.0,0.0,1.0,99
931,3.0,15.0,15.0,14.0,0.5172413793103449,444
934,3.0,9.0,9.0,19.0,0.32142857142857145,69
938,1.0,2.0,2.0,6.0,0.25,3
939,1.0,2.0,2.0,0.0,1.0,27
940,4.0,23.0,22.0,19.0,0.5365853658536586,253
942,1.0,7.0,7.0,5.0,0.5833333333333334,46
944,4.0,15.0,16.0,17.0,0.48484848484848486,75
947,1.0,2.0,2.0,0.0,1.0,10
948,1.0,2.0,2.0,0.0,1.0,13
949,1.0,1.0,1.0,0.0,1.0,2
954,2.0,8.0,8.0,11.0,0.42105263157894735,559
956,1.0,2.0,2.0,0.0,1.0,406
963,2.0,27.0,25.0,55.0,0.3125,305
965,4.0,27.0,27.0,43.0,0.38571428571428573,271
968,2.0,17.0,16.0,25.0,0.3902439024390244,157
969,1.0,7.0,7.0,2.0,0.7777777777777778,176
975,1.0,4.0,3.0,2.0,0.6,74
978,2.0,15.0,13.0,52.0,0.2,116
981,1.0,2.0,2.0,2.0,0.5,295
983,2.0,16.0,16.0,23.0,0.41025641025641024,50
984,1.0,2.0,2.0,3.0,0.4,2
985,1.0,8.0,8.0,1.0,0.8888888888888888,25
986,1.0,2.0,2.0,2.0,0.5,44
989,3.0,18.0,18.0,22.0,0.45,330
991,2.0,8.0,8.0,11.0,0.42105263157894735,55
994,2.0,13.0,12.0,49.0,0.19672131147540983,44
995,1.0,1.0,0.0,1.0,0.0,18
996,3.0,9.0,9.0,2.0,0.8181818181818182,123
998,1.0,1.0,0.0,1.0,0.0,1
1000,3.0,22.0,31.0,8.0,0.7948717948717948,129
1001,1.0,3.0,3.0,2.0,0.6,23
1004,1.0,7.0,7.0,2.0,0.7777777777777778,59
1009,1.0,2.0,2.0,0.0,1.0,36
1011,1.0,2.0,2.0,0.0,1.0,91
1013,1.0,4.0,4.0,0.0,1.0,258
1015,1.0,2.0,2.0,0.0,1.0,11
1020,2.0,4.0,3.0,3.0,0.5,158
1024,2.0,15.0,15.0,23.0,0.39473684210526316,209
1026,4.0,13.0,12.0,16.0,0.42857142857142855,420
1027,3.0,28.0,28.0,32.0,0.4666666666666667,393
1028,4.0,20.0,20.0,9.0,0.6896551724137931,478
1029,1.0,2.0,0.0,3.0,0.0,17
1031,2.0,7.0,7.0,3.0,0.7,40
1032,1.0,8.0,7.0,10.0,0.4117647058823529,54
1033,2.0,13.0,13.0,4.0,0.7647058823529411,84
1034,3.0,15.0,15.0,32.0,0.3191489361702128,122
1036,1.0,2.0,2.0,1.0,0.6666666666666666,9
1038,1.0,7.0,7.0,3.0,0.7,31
1047,2.0,18.0,18.0,20.0,0.47368421052631576,169
1048,1.0,2.0,2.0,0.0,1.0,8
1058,3.0,13.0,16.0,39.0,0.2909090909090909,773
1064,1.0,5.0,6.0,1.0,0.8571428571428571,30
1065,1.0,2.0,2.0,0.0,1.0,12
1066,1.0,8.0,8.0,0.0,1.0,27
1067,4.0,18.0,17.0,23.0,0.425,586
1074,3.0,76.0,76.0,78.0,0.4935064935064935,387
1076,1.0,2.0,2.0,0.0,1.0,250
1077,1.0,2.0,2.0,0.0,1.0,8
1078,4.0,8.0,10.0,6.0,0.625,2467
1080,1.0,9.0,8.0,36.0,0.18181818181818182,61
1081,1.0,2.0,2.0,0.0,1.0,9
1082,2.0,17.0,17.0,8.0,0.68,97
1088,4.0,16.0,15.0,27.0,0.35714285714285715,373
1089,1.0,12.0,10.0,28.0,0.2631578947368421,40
1091,2.0,7.0,7.0,7.0,0.5,140
1093,1.0,2.0,2.0,0.0,1.0,11
1096,1.0,2.0,2.0,0.0,1.0,32
1103,1.0,1.0,1.0,1.0,0.5,10
1104,1.0,2.0,2.0,1.0,0.6666666666666666,65
1107,1.0,9.0,9.0,1.0,0.9,405
1110,1.0,2.0,2.0,0.0,1.0,13
1111,1.0,2.0,2.0,1.0,0.6666666666666666,8
1112,2.0,9.0,9.0,15.0,0.375,40
1113,2.0,9.0,9.0,2.0,0.8181818181818182,138
1121,2.0,9.0,9.0,2.0,0.8181818181818182,79
1122,1.0,7.0,7.0,7.0,0.5,38
1123,1.0,2.0,2.0,0.0,1.0,110
1126,1.0,9.0,8.0,15.0,0.34782608695652173,53
1128,3.0,18.0,18.0,16.0,0.5294117647058824,306
1130,2.0,15.0,10.0,15.0,0.4,239
1139,2.0,24.0,24.0,8.0,0.75,244
1140,2.0,5.0,5.0,1.0,0.8333333333333334,23
1142,1.0,8.0,8.0,0.0,1.0,31
1144,1.0,8.0,8.0,4.0,0.6666666666666666,39
1146,3.0,13.0,14.0,26.0,0.35,198
1148,1.0,2.0,2.0,0.0,1.0,424
1150,1.0,13.0,13.0,4.0,0.7647058823529411,99
1151,3.0,36.0,37.0,26.0,0.5873015873015873,433
1155,2.0,2.0,2.0,1.0,0.6666666666666666,383
1160,1.0,1.0,0.0,1.0,0.0,1
1161,1.0,8.0,8.0,6.0,0.5714285714285714,428
1162,2.0,6.0,8.0,10.0,0.4444444444444444,39
1163,2.0,28.0,28.0,65.0,0.3010752688172043,180
1165,1.0,9.0,9.0,1.0,0.9,25
1167,2.0,23.0,23.0,20.0,0.5348837209302325,138
1168,1.0,1.0,1.0,0.0,1.0,46
1169,1.0,3.0,3.0,0.0,1.0,74
1172,1.0,9.0,9.0,2.0,0.8181818181818182,378
1173,1.0,9.0,15.0,8.0,0.6521739130434783,655
1174,1.0,2.0,2.0,0.0,1.0,55
1178,3.0,28.0,28.0,56.0,0.3333333333333333,1055
1179,1.0,1.0,1.0,0.0,1.0,16
1183,1.0,2.0,2.0,2.0,0.5,71
1184,1.0,2.0,2.0,0.0,1.0,31
1185,1.0,2.0,2.0,0.0,1.0,13
1186,1.0,2.0,2.0,0.0,1.0,16
1188,4.0,16.0,15.0,47.0,0.24193548387096775,368
1189,2.0,14.0,13.0,6.0,0.6842105263157895,459
1190,1.0,2.0,2.0,0.0,1.0,116
1193,1.0,5.0,5.0,1.0,0.8333333333333334,103
1194,1.0,2.0,1.0,5.0,0.16666666666666666,17
1196,1.0,2.0,2.0,0.0,1.0,23
1199,3.0,6.0,6.0,14.0,0.3,319
1201,2.0,8.0,7.0,3.0,0.7,94
1206,1.0,1.0,1.0,0.0,1.0,10
1207,3.0,8.0,8.0,18.0,0.3076923076923077,177
1208,1.0,19.0,20.0,13.0,0.6060606060606061,102
1210,1.0,2.0,2.0,0.0,1.0,424
1213,1.0,2.0,2.0,0.0,1.0,9
1215,2.0,10.0,10.0,12.0,0.45454545454545453,501
1218,3.0,12.0,15.0,9.0,0.625,626
1221,1.0,2.0,2.0,1.0,0.6666666666666666,104
1222,1.0,2.0,2.0,0.0,1.0,112
1224,3.0,14.0,13.0,30.0,0.3023255813953488,281
1227,1.0,2.0,3.0,1.0,0.75,36
1231,1.0,2.0,2.0,4.0,0.3333333333333333,12
1234,1.0,2.0,2.0,0.0,1.0,37
1235,2.0,9.0,8.0,22.0,0.26666666666666666,86
1236,2.0,9.0,9.0,4.0,0.6923076923076923,37
1239,2.0,7.0,8.0,1.0,0.8888888888888888,186
1247,1.0,2.0,2.0,0.0,1.0,19
1248,1.0,2.0,2.0,0.0,1.0,392
1249,1.0,2.0,2.0,1.0,0.6666666666666666,84
1258,1.0,1.0,1.0,1.0,0.5,330
1260,1.0,2.0,2.0,0.0,1.0,31
1261,4.0,19.0,19.0,11.0,0.6333333333333333,132
1264,1.0,9.0,9.0,10.0,0.47368421052631576,298
1270,1.0,15.0,14.0,19.0,0.42424242424242425,151
1272,1.0,9.0,8.0,1.0,0.8888888888888888,118
1277,1.0,2.0,2.0,0.0,1.0,100
1278,1.0,8.0,8.0,4.0,0.6666666666666666,172
1281,1.0,3.0,3.0,0.0,1.0,16
1282,1.0,2.0,2.0,0.0,1.0,15
1284,2.0,23.0,23.0,12.0,0.6571428571428571,129
1295,1.0,2.0,1.0,4.0,0.2,27
1297,1.0,8.0,8.0,0.0,1.0,286
1300,1.0,9.0,9.0,13.0,0.4090909090909091,44
1301,2.0,13.0,13.0,5.0,0.7222222222222222,94
1305,3.0,24.0,24.0,12.0,0.6666666666666666,106
1310,1.0,1.0,1.0,0.0,1.0,34
1312,3.0,12.0,12.0,36.0,0.25,443
1315,1.0,2.0,2.0,0.0,1.0,78
1316,3.0,28.0,23.0,57.0,0.2875,448
1318,2.0,52.0,52.0,19.0,0.7323943661971831,311
1321,1.0,1.0,0.0,2.0,0.0,3
1324,1.0,2.0,2.0,0.0,1.0,69
1326,1.0,2.0,3.0,1.0,0.75,10
1327,2.0,12.0,12.0,4.0,0.75,144
1328,3.0,23.0,23.0,3.0,0.8846153846153846,97
1329,2.0,34.0,34.0,16.0,0.68,266
1330,2.0,9.0,9.0,3.0,0.75,28
1331,1.0,2.0,2.0,0.0,1.0,22
1337,1.0,2.0,2.0,1.0,0.6666666666666666,12
1342,2.0,20.0,19.0,10.0,0.6551724137931034,176
1343,1.0,2.0,2.0,0.0,1.0,106
1344,1.0,1.0,1.0,0.0,1.0,32
1352,2.0,8.0,8.0,16.0,0.3333333333333333,44
1355,1.0,10.0,10.0,10.0,0.5,87
