date,text 
05.08.2019,"Выпускники пяти (!) профильных магистратур Университета ИТМО рассказали, как начать карьеру еще в вузе. 
 
Реальный опыт, первые шаги по карьерной лестнице и безграничные возможности для реализации самых смелых научных идей. У ребят все получилось, получится и у тебя! 💙"
05.08.2019,"Продолжаем рассказывать, где проводят это лето ITMO.FAMILY!

Так, студентка факультета инфокоммуникационных технологий [id132983790|Арина Романовская] и студентка факультета технологического менеджмента и инноваций [id43225330|Юлия Шик] не забывают об альма-матер и на берегу Чёрного моря 😘"
05.08.2019,"В Университете ИТМО пройдет Медицинская лабораторная! 
 
Можно ли отравиться витаминами? Нужно ли пить пробиотики после лечения антибиотиками? Печатают ли на 3D-принтере кожу человека? Разберем эти и другие вопросы с научной точки зрения. А еще проверим базовую грамотность в вопросах медицины и здоровья. 

После практической части врач-онколог и исполнительный директор Фонда профилактики рака «Не напрасно!» Илья Фоминцев прочитает лекцию «История рака и его лечения: где мы сейчас и чего ждать». 

Участие бесплатное по предварительной регистрации: https://vk.cc/9EBa1r 
 
Когда: 17 августа, 12:00 
Где: Университет ИТМО, Кронверкский пр.,49, ауд. 285"
03.08.2019,"5 полезных онлайн-лекций для всех 🧠

• декан факультета систем управления и робототехники Университета ИТМО Антон Пыркин — «Кибернетика: великая и незаметная».

• директор по стратегическому маркетингу Яндекса Андрей Себрант — «Человек и машина. Будущее их отношений».

• главный технический директор компании «Кредоракс» Илья Дубинский — «Аутентификация и безопасность платежей в Интернете».

• доктор технических наук и заведующий кафедрой физики университета СПбГЭТУ «ЛЭТИ» Александр Чирцов — «Что мы до сих пор не знаем об окружающем мире?».

• старший преподаватель кафедры общей психологии СПбГУ Янина Ледовая — «Анализируй это: как ученые исследуют поведение людей в Интернете».

Сохраняй себе, не теряй!"
02.08.2019,"Чтение на вечер: интервью с шеф-редактором Nature Photonics 📖
 
Nature Photonics — международный журнал, публикующий результаты научных исследований в области оптики и фотоники. На прошлой неделе шеф-редактор журнала Оливер Грейдон посетил Университет ИТМО и поделился с нами мнением о российской науке, взглядом на карьеру ученого и практическими советами, как начать публиковаться в международных журналах: https://vk.cc/9E9qVh"
02.08.2019,"Лови актуальную лекцию из совместного лектория Университета ИТМО и Новой Голландии! 
 
30 июля Александр Бухановский — директор Мегафакультета трансляционных информационных технологий Университета ИТМО и Научно-исследовательского института наукоемких компьютерных технологий — рассказал об экосистеме цифровой личности и цифровой трансформации… всего. 
 
Будущее наступает уже сейчас, и мы к нему готовы 😎"
02.08.2019,"Рассказали на Habr, как учатся и работают магистранты факультета фотоники и оптоинформатики Университета ИТМО. 
 
В статье — подробности о научной карьере и совмещении работы с учебой, инсайды от руководителей лабораторий, преподавателей и выпускников факультета:"
01.08.2019,"Сегодня 1 августа, а это значит, что пришло время новеньких заставок на смартфоны и десктоп. Признаемся в любви роботам, робототехнике и, конечно же, Университету ИТМО 💜
 
Не грусти, что на пары уже через месяц — скорее качай заставки. Откроем небольшой секрет: они дарят +10 к солнышку."
01.08.2019,"Провели онлайн-этап масштабных соревнований по спортивному хакингу CyBRICS! 
 
Участники первого соревнования по компьютерной безопасности — более 750 команд университетов из стран БРИКС (Бразилии, России, Индии, Китая и ЮАР). У команды Университета ИТМО — fargate — третье место, а лидером стала команда Bushwhackers Московского государственного университета. Поздравляем ребят! 🎉
 
 Как прошли соревнования, читай по ссылке: https://vk.cc/9E8TE5

А с 23 по 28 сентября встречаемся на очном этапе в Университете ИТМО!"
01.08.2019,"Приветики, август! 

Продолжаем лето в Университете ИТМО 🔥"
31.07.2019,Талант и воля к победе прокладывают дорогу в будущее. Поздравляем победителей ITMO.STARS! Настоящие герои 💪🏻
31.07.2019,"Университет ИТМО представил годовой отчет за 2018 год 🔥

В ярком альманахе мы признаемся в любви Петербургу под хэштегом #ГородвкоторомИТМО. Уникальные виды и новые пространства, люди и наука будущего – всё это код города, который пишет Университет ИТМО.

Читаем и качаем отчет по ссылке: https://vk.cc/9EnW6x"
31.07.2019,"Порой наука искажается до невозможности, когда в погоне за кликбейтом теряется суть. Научная журналистка и доцент Университета ИТМО Ольга Добровидова рассказала в подкасте проекта выпускников первого неклассического [club166411935|КритМышь], что с этим делать и как бороться с «научными» новостями не о науке. 

Слушаем!"
31.07.2019,"Ведущие ученые из России, США, Великобритании, Испании, Италии, Германии, Израиля, Китая и других стран в течение трех дней рассказывали о Периодической таблице химических элементов в Университете ИТМО. 👨‍🎓

Как и обещали, публикуем подробный материал о международной конференции Mendeleev 150: https://vk.cc/9EcIU6"
30.07.2019,"Университет ИТМО сохранил позиции в топ-5 российских университетов Webometrics Ranking of World Universities! 💪🏻

Рейтинг оценивает степень наполнения официальных интернет-сайтов университетов и обновляется каждые полгода. Наш красавец — ITMO.RU — снова в лучшей пятерке интернет-ресурсов отечественных вузов.
 
Читай подробности (не поверишь) на нашем сайте: https://vk.cc/9Eb8zF"
30.07.2019,"Приветствуем первых студентов-бакалавров 2019 года в Университете ИТМО! 💛
 
Приказы о зачислении уже на сайте: https://vk.cc/9E7BrN. Скорее ищи себя, если поступал без вступительных испытаний, в пределах особой или целевой квоты, или по контракту. 
 
А если поступаешь по общему конкурсу, то не переживай и скорее неси оригиналы в приемную комиссию. А пока смотри первые цифры по Приемной кампании 2019 года в Университете ИТМО:"
29.07.2019,"Лето, Мадрид и дроны 🇪🇸 
 
Студенты Университета ИТМО вернулись из столицы жаркой Испании после насыщенной недели в Мадридском политехническом университете. Летние школы и лаборатории, беспилотные автомобили и города будущего — все это о незабываемом летнем приключении в одного из самых крупных технических вузов Испании: https://vk.cc/9Db9I0"
29.07.2019,Покорили самую западную точку Европы и край мира — Мыс Рока в Португалии! Университет ИТМО теперь и здесь! 🔥
27.07.2019,"На старт! Внимание! Поступать! 🚀

Скорее ищи себя в списке рекомендованных к зачислению в Университет ИТМО!"
26.07.2019,"С сегодняшнего дня и по 28 июля в Университете ИТМО проходит международная конференция, посвященная 150-летию периодической таблицы Менделеева 🧪 
 
Актуальные научные темы и спикеры из более 30 стран мира — выходные обещают быть интересными. Собрали первые фотографии с события, а подробности расскажем уже на следующей неделе."
26.07.2019,"Как держать руку на пульсе и всё узнавать первым? С рассылками от Университета ИТМО это проще, чем кажется 😉 
 
https://vk.cc/9DkFgC — все новости о поступлении в вуз мечты; 
https://vk.cc/9DkEL9 — а здесь мы делимся кейсами и лайфхаками из мира IT. 
 
Да, пока рассылки всего две, но будут еще. Принимаем пожелания. Расскажи, что тебе интересно!"
25.07.2019,"Что делать, если не хочется вообще ничего? Разберем мотивацию на атомы на совместном лектории Университета ИТМО и Новой Голландии. 
 
Клинический психолог и основатель волонтёрской психологической службы «Вдох» Ольга Сорина расскажет, что делать с точки зрения науки, когда работать становится невмоготу. Обсудим, как поддерживать мотивацию на должном уровне и не прокрастинировать лишний раз. 

Вход свободный по предварительной регистрации: https://vk.cc/9CX0EY
 
Когда: 6 августа, 19:30 
Где: Новая Голландия, наб. Адмиралтейского канала, д.2, Павильон"
25.07.2019,Самое лучшее лето — в [club56543197|Ягодном]!🔥
25.07.2019,"Аспиранты и сотрудники Национального центра когнитивных разработок Университета ИТМО Оксана Северюхина и Иван Деревицкий в течение девяти месяцев проходили стажировку в Наньянском технологическом университете в Сингапуре 🇸🇬 

ITMO.NEWS узнали у ребят, как устроена работа и жизнь в одной из самых удивительных и обеспеченных стран мира: https://vk.cc/9CZB4D"
24.07.2019,"Хогвартс в реальности — это корпус на Бирже 🔮
 
Ph: [club181853592|Андрей Михайлов]"
24.07.2019,"МЕТАНАНО 2019 — всё! 👨‍🎓

Почти 400 ученых со всего мира в течение пяти дней делились научными секретами, обсуждали последние открытия и обменивались идеями по нанофотонике и метаматериалам. Подготовили ключевые результаты и цифры о событии:"
24.07.2019,"Коллеги с факультета пищевых биотехнологий и инженерии работают над решением проблемы нехватки животного белка. Так, заменить говядину сможет биологическая добавка на основе хитина, добываемого из панцирей саранчи: https://vk.cc/9CLf71"
23.07.2019,"Петербург в стиле киберпанк? ИТМО в стиле киберпанк? Легко! И даже без Киану. 
 
Смотрим трейлер КиберПитер 2019 (если еще нет) 🤖"
23.07.2019,"На минувшем San Diego Comic-Con 2019 Marvel Studios представили планы студии на 2020–2021 годы. Собрали спешл фо ю список фильмов и сериалов, которые стоит ждать от MCU."
23.07.2019,"Как инвестировать в высокотехнологичные проекты, которые будут стоить миллиарды? 
 
25 июля декан [club53958282|факультета технологического менеджмента и инноваций] Университета ИТМО, сооснователь ATEM Capital, Антон Гопка поделится лайфхаками настоящего инвестора. На открытой лекции обсудим, как распознать будущего технологического гиганта и не тратить время на убыточные проекты. Кстати, после лекции — сессия ответов на вопросы и неформальный нетворкинг. 
 
Мероприятие пройдет в рамках магистерской программы «Инвестиции в технологическом секторе» Университета ИТМО. 
 
Вход свободный по предварительной регистрации: https://ifmo.timepad.ru/event/1022614/ 
 
Когда: 25 июля в 18:30 
Где: Университет ИТМО, Биржевая линия, д. 14, ауд. 550"
22.07.2019,"Пока будущие первокурсники штурмуют приемную комиссию и с нетерпением ждут итогов Приемной кампании 2019 года, мы решили выбрать самое популярное направление.

Выбор сложный, выбор за тобой! 💪🏻"
22.07.2019,"Сегодня — 22 июля — World Brain Day 🧠
 
Этот праздник близок первому неклассическому. Сами знаете, что мозг мы используем на полную. 😉 

В этот праздничный понедельник смотрим лекцию Марины Карпенко — сотрудницы международной лаборатории метаболизма микроэлементов Университета ИТМО и кандидата биологических наук — о механизме романтических чувств и том, как не довести себя до болезни Паркинсона."
22.07.2019,"Следи за новостями и событиями Университета ИТМО не только в этом уютном паблике. Подписывайся на нас  еще и тут: 📲 
 
• facebook.com/itmoru – официальная страница на русском языке 
• facebook.com/spbifmo – официальная страница на английском языке 
• instagram.com/itmoru – официальный аккаунт университета 
• youtube.com/spbifmo – официальный видеоканал университета 

💙"
20.07.2019,"🔥 Лови подборку лекций из совместного лектория по науке и технологиям Университета ИТМО и Новой Голландии:
 
• Заведующий лабораторией в Физическом институте им. Лебедева РАН Алексей Семихатов — «Предсказание неизвестного: от кварков до планет и параллельных вселенных». 

• Профессор физико-технического факультета Университета ИТМО Сергей Стафеев — «Оптическая наука и визуальные искусства: исторические ракурсы и современная синергетика». 

• Руководитель международной Лаборатории биомехатроники и энергоэффективной робототехники Университета ИТМО Сергей Колюбин — «Интеллект воплощенный — человек обогащенный».

• Ведущий научный сотрудник Лаборатории изменений климата и окружающей среды Арктического и антарктического НИИ Алексей Екайкин — «Планета на перепутье. Каким будет климат Земли?». 

• Профессор химико-биологического кластера Университета ИТМО Екатерина Скорб — «Инфохимия: как создать искусственную клетку?».

Enjoy!"
19.07.2019,"Лето в Петербурге непредсказуемо, но мы не унываем. Курс на выходные! 🎪

Фото: [club76139618|Мегабайт Медиа]"
19.07.2019,"Над улучшением способов лечения онкологических заболеваний бьются лучшие умы человечества. Так, магистрантка Университета ИТМО Антонина Дададжанова рассказала нам о своем исследовании молекул-сенсибилизаторов. C помощью них можно добиться деструкции раковых клеток. Читай интервью по ссылке: https://vk.cc/9BxfyY
 
А в качестве бонуса узнай о том, чем жизнь в Израиле отличается от жизни в России и почему не стоит бояться быть смелым 😎"
18.07.2019,"Добро пожаловать в КиберПитер 2019 — город, в котором #ИТМО! С любовью к [club16824047|Зениту], [club22822305|ВКонтакте], белым ночам, поребрику, грече и просто лучшему городу на свете!"
18.07.2019,"Рассказали на [club20629724|Habr], почему оптика — это интересно.

В материале — экспонаты и инсталляции Музея оптики Университета ИТМО: https://vk.cc/9BjXzQ"
18.07.2019,"Приключения жёлтого парня — фотона — продолжаются! 💛
 
Сегодня он расскажет, ждать ли появления квантовых компьютеров в ближайшие годы. 
 
Первая часть туть: https://vk.cc/9Bx5X5"
17.07.2019,"Эй, абитуриент, напоминаем, что часики-то тикают! ⏳
 
26 июля завершается приём заявлений от лиц, поступающих только по результатам ЕГЭ. А уже 27 июля на сайте и на информационном стенде в Университете ИТМО опубликуем список рекомендованных к зачислению. 
 
Не забудь предоставить в вуз оригиналы документов и заявление о согласии на зачисление до 28 июля, если поступаешь:
• без вступительных испытаний; 
• на места в пределах квоты приема лиц, имеющих особые права; 
• на места в пределах квоты целевого приема.

А если твой вариант только результаты ЕГЭ, то успей до 1 августа. Последний шанс — 6 августа (18:00) для лиц, рекомендованных к зачислению на втором этапе. 
 
Остались вопросы? Тебе сюда — [club45660640|Абитуриент Университета ИТМО]"
17.07.2019,"В этом году периодической таблице Менделеева исполняется 150 лет! Мы не остались в стороне и проводим международную конференцию, посвященную этому событию. 
 
Mendeleev 150:
• актуальные темы; 
• наука; 
• спикеры с разных уголков планеты и единомышленники. 

Регистрация и подробности: https://mendeleev150.ifmo.ru/
 
Когда: с 26 по 28 июля 
Где: Университет ИТМО, Кронверкский пр. 49."
17.07.2019,"⚡ Первые кадры из нового сезона «Рика и Морти». 

Премьера уже в ноябре!"
17.07.2019,"В Петербурге открылась четвертая конференция по нанофотонике и метаматериалам, организованная Университетом ИТМО. В этом году более 400 ученых с мировым именем рассказывают на МЕТАНАНО о ключевых открытиях, последних достижениях и научных трендах. 

Уже есть первые фото с конференции: https://vk.cc/9Bn5x2, а итоговый материал ITMO.NEWS совсем скоро."
16.07.2019,Университет ИТМО — навсегда! 💙 И в отпуске тоже.
16.07.2019,"В Университете ИТМО реализуется более 15 программ корпоративных магистерских программ. Так, мы сотрудничаем с компанией JetBrains, а партнером программы «Кибербезопасность в банковской сфере» выступает «Сбербанк». Уже в этот четверг проведем день открытых дверей совместной магистратуры «Технологии промышленного программирования» Университета ИТМО и одной из трёх крупнейших IT-компаний Санкт-Петербурга — Т-Системс Россия. 

На открытой лекции о программе расскажет Дмитрий Муромцев, руководитель международной лаборатории «Интеллектуальные методы обработки информации и семантические технологии» Университета ИТМО. Антон Воробьев, руководитель отдела в Т-Системс Россия, продемонстрирует разработки компании и расскажет, как сочетать учебу со стажировкой в компании.

Вход свободный по предварительной регистрации: https://vk.cc/9BiubM 
 
Когда: 18 июля c 16:00 до 18:00 
Где: офис Т-Системс Россия, 13-ая Линия В.О, д.14"
16.07.2019,Музей оптики Университета ИТМО 🔮
15.07.2019,"Роботехника — это любовь! 🤖
 
Бессменный тренер школьной сборной по робототехнике Университета ИТМО — Игорь Лосицкий — подробно и честно рассказывает в интервью, как создаются роботы (и при чем здесь 3D-принтер), проходят международные соревнования и почему без творчества в робототехнике никуда. Рекомендуем к просмотру! 
 
P.S: а тут смотри #BottleCapChallenge от Университета ИТМО: https://vk.cc/9Ax4lW. Открываем бутылку с водой с помощью робота!"
15.07.2019,"Молодые ученые из Университета ИТМО побывали на международной конференции по Computational Science в Греции и рассказали нам о целях, участниках и приглашенных лекторах мероприятия. 

Материал по ссылке: https://vk.cc/9B79iD"
13.07.2019,Всё о поступлении в этом году прямо сейчас рассказывает Алексей Итин — начальник отдела приема в бакалавриат Университета ИТМО. 💙 Скорее подключайся к трансляции и задавай вопросы в комментариях:
12.07.2019,Университет ИТМО и Европейский университет дарят крутые книжки! Скорее участвуй и забирай себе в домашнюю библиотеку! 📕
11.07.2019,"Смотри, как прошел выпускной мечты — ITMO.LiVE-2019! 💙

P.S: и ищи себя на видео."
11.07.2019,"Магистранты и аспиранты, работающие в международной лаборатории биомехатроники Университета ИТМО, вывели #BottleCapChallenge на новый уровень: открываем бутылки с водой с помощью роботов!"
11.07.2019,"Недавно мы рассказывали, что команда Университета ИТМО заняла второе место на крупнейшем соревновании по робототехнике в мире — RoboCup2019 — и победила в RoboCup SuperTeam Challenge. 🤖 
 
Герои рассказали нам, как прошли соревнования и в чем секрет хорошо сымпровизированной победы. Скорее читай интервью: https://vk.cc/9AaGQT"
10.07.2019,"Хочешь получать раз в неделю новости IT-сферы от [club94|альма-матер чемпионов]? 🏆

Стартуем с рекомендаций от директора по стратегическому маркетингу Яндекса, автора канала Techsparks и просто героя рунета. Сам Андрей Себрант написал, что читать, смотреть и слушать «айтишникам» этим летом.
 
Тебе сюда: https://vk.cc/9A8nFg"
10.07.2019,"Коллеги из [club76139618|Мегабайт Медиа] продолжают поднимать важные вопросы по теме года в подкасте «Вся правда об экологии». 🌿 Приходи на открытую запись и посмотри, как творится магия:"
10.07.2019,"На ИТМО.LiVE мы не только веселись, но и подписали соглашение о сотрудничестве с [club16297716|Coca-Cola]. 

Коллаборация подразумевает больше стажировок для студентов Университета ИТМО и работу над курсовыми и дипломами на заводском оборудовании компании. Но это еще не все: следи за новостями и будь в курсе совместных мероприятий по популяризации раздельного сбора мусора, Дней Донора и других волонтерских проектов, спортивных программ и инициатив. 😉"
09.07.2019,"А мы продолжаем лекторий Университета ИТМО в Новой Голландии, ведь дождь за окошком — не преграда для знаний. 🧠
 
Прямо сейчас профессор научного центра [club113710324|SCAMT] Университета ИТМО Екатерина Скорб рассказывает об инфохимии и создании искусственной клетки с такими же функциями, как и у живой:"
09.07.2019,"В Университете ИТМО прошла первая в России встреча выпускников ICPC! 🏆

Победители и участники чемпионата, судьи и тренеры, организаторы и волонтеры, представители международных IT-компаний обсудили создание ассоциации из участников ICPС по всему миру и вспомнили прошлые турниры. Почетный гость вечера — исполнительный директор ICPC Билл Паучер — рассказал о будущем ICPC-комьюнити. 

Подробнее о вечере — в материале: https://vk.cc/9zVNKF"
08.07.2019,"Долгожданные фотографии с выпускного ITMO.LiVE 2019 уже на медиапортале: http://media.ifmo.ru/album/1741/

Вспоминаем этот классный день, отмечаем в соцсетях любимый [club94|@itmoru] 😉"
08.07.2019,"Архитектурный проект нового кампуса «ИТМО Хайпарк» попал в шортлист World Architecture Festival 2019 — ведущей мировой премии в области архитектуры! 🎉

Результаты финала ждем в декабре, а пока смотрим самые красивые проекты зданий будущего: https://vk.cc/9zI2RR"
08.07.2019,"Конкурс ITMO.STARS — самая неклассическая возможность поступить в Университет ИТМО, даже если не хватает баллов ЕГЭ. Крутой проект, уникальный опыт, награды — всё это поможет стать победителем и поступить не как все! 

А первые ласточки — победители ITMO.STARS 2018 — провели свой первый учебный год активно: поездки на международные соревнования, исследования и организация международных конференций. Читаем, как прошел год для победителей ITMO.STARS, в материале нашего портала:"
07.07.2019,"Срочные новости из Австралии 🐨

Робот ELSA — разработка студентов Лаборатории молодежной робототехники Университета ИТМО — заняла второе место на всемирном RoboCup в номинации OnStage. А в номинации RoboCup SuperTeam сhallenge команда заняла первое место. 

Вот такой вот double kill на крупнейшем соревновании по робототехнике в мире! 💪🏻💪🏻 
Поздравляем!

Ждем возвращения героев и подробностей на портале ITMO.NEWS"
06.07.2019,Выпускной ITMO.LiVE-2019 подошёл к концу. Но для наших выпускников все только начинается — впереди еще больше побед и достижений. А поддержка от Университета ИТМО  — навсегда. Будем скучать! 💔
06.07.2019,"Выпускной ITMO.LiVE в самом разгаре! В эти минуты проходит вручение дипломов факультетам, а также работает интерактивная зона! И все это в самом сердце Петербурга, у стен Петропавловской крепости! 

#ИТМО #ITMO #ITMOLIVE"
06.07.2019,"Приветствуем первых выпускников 2019 года Университета ИТМО. Сегодня — всё для вас!💥 

#ИТМОLiVE #ИТМО #ITMO"
06.07.2019,Выпускной мечты в прямом эфире. Скорее подключайся к трансляции!
06.07.2019,"Мы ТАК долго ждали этого дня! Заканчиваем последние приготовления и начинаем грандиозное празднование ITMO.LiVE-2019! 

P.S: не забудь зайти в шатер за мантией 😉"
05.07.2019,"⚡️Специалисты Университета ИТМО разработали AR-решение для Европейских игр! 

На церемонии открытия и закрытия игр участники и гости смогли одновременно погрузиться в дополненную реальность и на мобильных устройствах, и на экранах на стадионе и в прямой трансляции по телевидению. Только представьте, как здорово!

А разработкой AR-части шоу занимались мы. Подробности — в материале: https://vk.cc/9z7YeY"
05.07.2019,"Поехали учиться за границу? 🔥

Еще одно из преимуществ магистерских программ Университета ИТМО — зарубежные стажировки в ведущих университетах-партнерах. Так, ежегодно вуз подает более 50 заявок на участие в консорциумах программы Erasmus International Credit Mobility, которая позволяет нашим студентам полностью покрывать расходы на проживание и обучение в течение семестра в Бельгии, Германии, Дании, Финляндии, Франции, Нидерландах, Норвегии, Великобритании, Португалии и Испании и других странах ЕС.

В новом учебном году стажировки планируются в Норвежском технологическом университете NTNU (https://www.ntnu.edu/) и Университете Твенте (https://www.utwente.nl/en/). В обоих программах смогут принимать участие магистранты-роботехники (http://abit.ifmo.ru/program/11766/) и световые дизайнеры(http://abit.ifmo.ru/program/11744/). 

До 1 сентября ждем еще ряд побед. Stay tuned!"
05.07.2019,"ITMO.LiVE уже завтра! 💙 

А пока ты готовишься к выпускному мечты, мы вспоминаем выпускников прошлых лет:"
04.07.2019,"ИТМО.LiVE — праздник для всех! 💙
 
На праздник приглашаются не только герои этого года (передаем привет пока еще студентам), но и выпускники прошлых лет, друзья и родные, преподаватели и другие сотрудники Университета ИТМО, студенты и абитуриенты! ИТМО.LiVE — событие всей ITMO.Family! 
 
Весь день у Петропавловки будут работать интерактивные зоны: 
• настоящее азотное мороженое, 
• фотозона 360, 
• зона ретро гейминга, 
• [club97819925|ITMO.STORE], 
• гигантская Дженга, 
• спортивная зона [club45636106|«Кронверкских барс»]

А после — танцы до утра на афтепати ITMOtion Night. 
 
Лови карту и увидимся уже 6 июля на главном событии лета! 
 
Вход свободный! Подробности на live.ifmo.ru"
04.07.2019,"Сегодня российская премьера новой главы о приключениях дружелюбного соседа — «Человек-паук: Вдали от дома» уже в кинотеатрах. 🕷 А пока админ стоит в очереди за попкорном, вспоминаем «захват» Университета ИТМО супергероем:"
04.07.2019,"Так-так, где же в этот раз Ответственный секретарь приемной комиссии — Алексей Итин — будет отвечать на вопросы? Выбираем!"
03.07.2019,"Самое время обсудить [club156503052|Art&Science]. И разобраться в биоарт проектах 🌿
 
Как работать с живой материей на различных уровнях ее организации от атомов и до биосферы? Пора узнать это на практике. Встречаемся в эту субботу на лекции спикера магистерской программы «Art & Science» и биоарт-художника Ипполита Маркелова. 
 
На встрече узнаем, как молекулярная биология, тканевая инженерия, микробиология, экология и астробиология становятся художественным медиумом, выявляющим системные связи, которые возникают между различными биологическими видами в рамках биоарт проектов 
 
Вход свободный по предварительной записи: https://vk.cc/9yLYGd
 
Когда: 6 июля в 18:00 
Где: Школа Masters на ул. Итальянская, д. 17."
03.07.2019,"Смотри, как устроен Научно-Технический Центр Газпром-нефть.
 
Совместно с партнерами привезли в Петербург журналистов из 9 стран и показали, как новейшие технологии помогают в нефтяной промышленности:"
03.07.2019,"Главное событие этого лета — ИТМО.LiVE — уже в ЭТУ субботу! 
 
5 причин, почему надо быть: 
 
1) В этом году все выпускники без исключения будут в мантиях. 
2) Вручение дипломов пройдет на сцене, диплом из рук декана — это не шутки! 
3) На память — красочные фотографии на Петропавловской крепости, Зимнего дворца и Исаакиевского собора. 
4) Окей, четвертая: неформальные беседы, интерактивные зоны, улыбки и объятья друзей и родных — вход свободный, гуляют все! 
5) Ну, ладно, а вот пятая: о наших выпускных ходят легенды. Приходи и стань их частью. 
 
Подробнее на live.ifmo.ru/"
02.07.2019,"В Международный день НЛО совместно с учеными и популяризаторами науки разбираемся с заблуждениями по этой теме. Держи подборку лекций и выступлений. 

А еще не удержались и добавили видео о красоте космоса и космонавтики без всяких летающих тарелок. 🛸"
02.07.2019,"В преддверии выпускного ITMOLiVE [club94359346|сообщество выпускников] и [club78459300|Центр карьеры] Университета ИТМО разыгрывают три крутых набора #ITMOFamily! 💙

Для участия в розыгрыше нужно: 
📌 подписаться на паблик [club94359346|Выпускники Университета ИТМО]; 
📌 сделать репост этой записи;
📌 очень хотеть выиграть набор, в котором: фирменные сумка и бутылка для воды ITMO Alumni, фитнес-браслет от BIOCAD, power bank от ВКонтакте и двусторонняя флешка от компании Протей. 

Итоги подведем 9 июля в паблике [club94359346|Выпускники Университета ИТМО]!"
