views_reg_text,data 
"502 RU Университет Брадфорд, Великобритания приглашает магистрантов 1 курса на летнюю оплачиваемую стажировку в рамках проекта ERASMUS+. Стажировка возможна по направлениям Computer Science, Bioinformatics, Optometry в рамках перечисленных ниже проектов. Подробная информация о проектах и требования к стажерам приведены в файле. Проекты: 1.      Automotive engineering big data analytics and machine learning applications 2.      Big data 3D visualization using virtual reality and data augmentation 3.      Responsible artificial intelligence: ethics, efficiency, explainability metrics for AI tools 4.      Mind Power: EPOC+ driven mobile applications 5.      AAA Transport/aviation logistics using mobile and big data applications 6.      Smart city mobile device applications 7.      Intelligent network services  8.      Personalized medicine, machine learning, genomics & skin disorders 9.      The laterality and refractive associations of amblyopia (lazy eye) 10.  The genetic and environmental factors associated with amblyopia development 11.  Analysis of the glucose response in skin and hair cells 12.  Assessment of thermomechanical behavior of polymeric patches for buccal drug delivery system  Финансовые условия Стажеру ежемесячно выплачивается стипендия 900 евро/мес. + покрываются расходы на однократный проезд до Брадфорда и обратно.  Кандидаты на стажировку в Университет Брадфорд номинируются Университетом ИТМО. Отбор кандидатов проводится ИТМО на конкурсной основе в 2 этапа: 1) заочное рассмотрение документов; 2) собеседование. Для заочного рассмотрения документов необходимо отправить по электронной почте short-term@itmo.ru до 23 февраля 2020 года включительно заявку, которая включает: 1.      Заявление, подписанное лично, научным руководителем, руководителем образовательной программы и руководителем подразделения по совмещаемой работе (если заявитель трудоустроен в ИТМО). 2.      CV на английском языке с указанием сферы научных интересов, а также при наличии: опыт работы по проектам, публикации/конференции, пр. 3.      Мотивационное письмо в свободной форме на английском языке, в котором необходимо указать выбранный проект, рассказать, как Ваши компетенции соотносятся с требованиями, предъявляемыми к кандидату на стажировку по данному проекту, чем Вас заинтересовал данный проект, Ваши успехи и достижения в образовании и науке, другая информация по желанию. 4.      Сертификат о знании английского языка: уровень не ниже B2 (либо IELTS, TOEFL, если есть). Если сертификата нет, то записаться на бесплатное тестирование можно по ссылке. Кандидатам, успешно прошедшим заочное рассмотрение документов, будет назначено собеседование в период до 4 марта включительно. Результаты конкурса будут отправлены на электронную почту заявителя не позднее 6 марта. Далее кандидаты, успешно прошедшие первые два этапа, номинируются ИТМО в Университет Брадфорда, который принимает окончательное решение о кандидатах, которые пройдут стажировку. Контакты Отдел академической мобильности ИТМО short-term@itmo.ru",Опубликовано: 27.12.2019 Раздел: Международная деятельность Опубликовала: Калинина Д. Подразделение: отдел академической мобильности Теги: ERASMUS+летняя школастажировка
"167 RU Уважаемые аспиранты 2 курса, посещающие занятия по курсу 09.06.01 Теория информации и верификации программ!  Вам необходимо выполнить задание по курсу, используя следующие материалы:  Ссылка на лекции:  1-5 https://drive.google.com/open?id=1tg3MmsV4ziidoHIJaIvbiZ-Erj3nqfGh  6 https://drive.google.com/open?id=1UL-O3KFJaKdwxBWKKDX6uKGQdMAsEX7H  Ссылка на форму для получения заданий:  https://qtrial2019q1az1.qualtrics.com/jfe/form/SV_dmd3o0drcHLjpkN   Ссылка на опрос для ввода ответов: https://docs.google.com/forms/d/e/1FAIpQLSdFCWUUypAfy6Wu4KfdmuCvvu_o-IxySqhHR9y7_KBmEhZ2jQ/viewform?usp=sf_link   Обратите внимание на корректность заполнения полей, чтобы можно было понять, от кого поступило задание.",Опубликовано: 27.12.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: 09.06.012 курсаспирантуразадание по курсутеория информации и верификации программ
"91 RU Тема работы Романа Балмашного: «Пикосекундный Nd:YAG лазер для лунного лазерного дальномера». Научный руководитель – Викторов Евгений Анатольевич. Целью работы была разработка пикосекундного Nd:YAG лазера, обладающего высокой импульсной и средней мощностью, для лунного лазерного дальномера. Полученные в ходе работы над диссертацией результаты были использованы для создания опытного образца мощного пикосекундного Nd:YAG лазера, который вошел в состав разрабатываемого АО «Научно-производственная корпорация «Системы прецизионного приборостроения» (АО «НПК «СПП») лунного лазерного дальномера в качестве источника зондирующего лазерного сигнала. Разработанный лазер может использоваться в различных областях науки и техники, таких как обработка материалов, нелинейная оптика, спектроскопия, физика лазерной плазмы. Тема работы Александра Ковярова: «Импульсно-периодический Nd:YAG лазер с длиной волны излучения 946 нм». Научный руководитель – Викторов Евгений Анатольевич. Работа была направлена на разработку задающего генератора импульсно-периодической лазерной системы с длиной волны излучения 946 нм для калибровки систем диагностики плазмы методом Томсоновского рассеяния лазерного излучения. Полученные результаты были использованы для создания макета калибровочного Nd:YAG лазера с длиной волны излучения 946 нм для диагностики плазмы методом Томсоновского рассеяния в диверторе ИТЭР. Разработанный лазер может использоваться в различных областях науки и техники, таких как измерения концентрации водяных паров, нелинейная оптика, спектроскопия. Коллектив факультета ЛФО и МНЦ ФМУО поздравляет Романа и Александра с успешными защитами диссертаций и желает им творческих успехов и дальнейших научных открытий!","Опубликовано: 26.12.2019 Раздел: Достижения Опубликовала: Лобанова Е.Ю. Подразделения: международный научный центр функциональных материалов и устройств оптоэлектроники, международный научный центр функциональных материалов и устройств оптоэлектроники"
"235 RU В связи со внесением изменений в сведения об Университете ИТМО в Единый государственный реестр юридических лиц о новом полном и сокращенных наименованиях Университета ИТМО было переоформлено свидетельство о государственной аккредитации, ознакомиться с которым можно в разделе портала Лицензия и аккредитация",Опубликовано: 26.12.2019 Раздел: Разное Опубликовала: Наумова А.К. Подразделение: отдел лицензирования и аккредитации
"2042 RU Уважаемые студенты и преподаватели! Сегодня студентам открыт доступ в Электронную зачетную книжку (далее – Электронная зачетка).  Доступ к электронной зачетке есть только у студентов, он осуществляется через ИСУ: Личный кабинет / Образование и наука / Электронная зачетка. Электронная зачетная книжка В электронной зачетке отображаются  дисциплины с отметками по семестрам, которые студенты уже изучили за предыдущий период, а также дисциплины текущего 2019/2020 учебного года. По каждой дисциплине указывается: Дисциплина – название дисциплины Количество часов  – общее количество часов по данной дисциплине Объем ЗЕ - количество зачетных единиц по дисциплине Вид контроля – контроль в виде экзамена, зачета, дифференцированного зачета Баллы - количество баллов, набранных в БаРС (в случае использования БаРС). До даты экзамена / зачета / дифференцированного зачета отображается сумма баллов, полученная студентом за время изучения дисциплины (баллы за текущий и рубежный контроль). В день экзамена / зачета / дифференцированного зачета преподаватель выставляет баллы за экзамен / зачет / дифференцированный зачет, и они суммируются с баллами за текущий и рубежный контроль. В момент утверждения ведомости преподавателем, баллы переводятся в отметку, в соответствии со шкалой БаРС (п.3.1. Положения о БаРС). Согласие на оценку - согласие студента на то, что представленные баллы за текущий и рубежный контроль будут зафиксированы и переведены в отметку в соответствии со шкалой БаРС (п.3.1. Положения о БаРС). Крайняя дата согласия с отметкой по имеющимся баллам не позднее 23.59 накануне даты сдачи экзамена / зачета / дифференцированного зачета. Выразив согласие на отметку, студенту не требуется приходить на экзамен / зачет / дифференцированный зачет для ее получения, она будет зафиксирована на основе баллов в момент утверждения электронной ведомости преподавателем. Отметка  - отметка, полученная по дисциплине: неявка, зачтено, незачтено, 3 (удовлетворительно),  4 (хорошо), 5 (отлично). Неявка выставляется преподавателем в том случае, если студент не пришел на экзамен / зачет / дифференцированный зачет, но это не касается случая, когда студент согласен на оценку (поставлена галочка о согласии). В случае если причина отсутствия студента на экзамене / зачете / дифференцированного зачета была уважительной, ему необходимо обратиться в трехдневный срок в студенческий офис, а если причина пропуска – болезнь, в здравпункт университета, предоставив документы, подтверждающие уважительную причину неявки. Промежуточная аттестация будет продлена на срок, указанный в подтверждающих документах. В случае неуважительной причины отсутствия это рассматривается как использование первой попытки сдачи экзамена / зачета / дифференцированного зачета. Буква – перевод отметки в буквенный эквивалент (А, В, С, Д, Е, FХ — п.3.1. Положения о БаРС). Дата экз/зач – дата экзамена / зачета / дифференцированного зачета в соответствии с расписанием промежуточной аттестации по данной дисциплине. Дата блокировки – дата, в которую электронная ведомость будет автоматически закрыта. В случае если в эту дату преподаватель утвердил ведомость, баллы переведутся в отметку, в случае если преподаватель не утвердил ведомость, зафиксируются только баллы, отметки не будет. Важно! На следующий день после даты блокировки рядом появится кнопка «Сообщить об отсутствии оценки». Эта кнопка предназначена для обратной связи студентов с администрацией университета, в случае если преподаватель не утвердил ведомость и студент не видит свою отметку или отображается неверная информация. Возможность написать сообщение будет доступно сутки от даты блокировки, после этого кнопка исчезнет. В сообщении необходимо кратко описать сложившуюся ситуацию для оперативного ее разрешения. Преподаватель – ФИО преподавателя, утвердившего ведомость. Ниже в зачетной книжке отображаются курсовые работы и курсовые проекты (при наличии), а также все виды практик.   Электронные ведомости в ЦДО Для обучающихся бакалавриата и специалитета (по БаРС), которые по результатам текущего контроля и рубежной аттестации набрали от 60 баллов и выше, а также согласились в электронной зачетной книжке в ИСУ с отметкой, у преподавателя отображается их согласие с отметкой в соответствующей графе. Преподаватель не может отменить или установить согласие обучающегося с формируемой отметкой. Данная позиция уведомляет преподавателя о согласии обучающегося на автоматически сформированную отметку на основе имеющихся на данных момент баллов за текущий и рубежный контроль без необходимости присутствия студента в день экзамена / зачета / дифференцированного зачета. Однако ведомость по данному студенту преподавателю необходимо утвердить, для того, чтобы у студента зафиксировалась согласованная отметка.   Также обращаем Ваше внимание, что в электронной ведомости в системе Academic NT (ЦДО) добавилась графа 'неявка'. Поставить отметку (галочку 'v') в этой графе необходимо в случае, если обучающийся не явился на экзамен / зачет / дифференцированный зачет и согласие с отметкой не подтвердил. В случае, если студент согласие с отметкой подтвердил, ничего ставить не надо, необходимо только утвердить ведомость.   По всем видам практики электронные ведомости будут доступны в день проведения дифференцированного зачета по практике руководителям, утвержденным приказами о направлении на практику.   Сервис «Электронная зачетная книжка» только запущен, постепенно в нем будут появляться новые функции, поэтому в случае появления вопросов Вы можете обращаться  к начальнику управления качества образовательного процесса Елисеевой Ольге Владимировне ovkharitonova@itmo.ru",Опубликовано: 25.12.2019 Раздел: Образование Опубликовала: Елисеева О.В. Подразделение: управление качества образовательного процесса Теги: ИСУЦДОпромежуточная аттестациясессияэлектронная ведомостьэлектронная зачетная книжка
"105 RU В соответствии с постановлением Правительства Российской Федерации от 16 марта 2013 г. №211, поездка осуществляется с целью реализации мер по совершенствованию деятельности аспирантуры и докторантуры в рамках выполнения Плана мероприятий по реализации программы повышения конкурентоспособности Университета ИТМО среди ведущих мировых научно-образовательных центров. Стажировка проходила с 01.10.19 по 20.12.19г. в лаборатории криофизики и криотехнологий Казахского национального университета имени аль-Фараби. Со стороны КазНУ им. аль-Фараби стажировкой руководил доцент кафедры теплофизики и технической физики, к.ф.-м.н., Алдияров Абдрахман Уалиевич. По результатам стажировки будет опубликована статья в журнале Low Temperature Physics инд. Scopus, WoS.  Справка, основные награды Ережеп Д.: Обладатель стипендий Правительства РФ (2019-2020г.)  Обладатель стипендий Правительства РФ по приоритетным направлениям подготовки среди аспирантов (2019-2020г.). Обладатель стипендий Президента РФ по приоритетным направлениям подготовки среди аспирантов (2018-2019г.). Обладатель стипендий Президента РФ по приоритетным направлениям подготовки среди магистрантов (2016-2017г.). Обладатель стипендии Ученого совета Университета ИТМО (2016-2017г.). Лучший выпускник Университета ИТМО 2017г. Победитель Конкурса «Молодые ученые Университета ИТМО».   Справка:  КазНУ им. аль-Фараби единственный из вузов Центральной Азии вошел в топ-210 среди лучших вузов мира в международном рейтинге QS «World University Rankings».",Опубликовано: 25.12.2019 Раздел: Достижения Опубликовал: Ережеп Д. Подразделение: факультет низкотемпературной энергетики Теги: стажировка
"65 RU В соотвествии с постановлением Правительства Российской Федерации от 16 марта 2013г. №211, научная практическая стажировка осуществлялась с целью реализации мер по совершенствованию деятельности аспирантуры и докторантуры в рамках выполнения Плана мероприятий по реализации программы повышения конкурентоспособности Университета ИТМО среди ведущих мировых научно-образовательных центров. В рамках договора о сотрудничестве между Университетом ИТМО и Казахским национальным университетом имени аль-Фараби, аспирант факультета низкотемпературной энергетики Ережеп Дархан, а также участник НИР 617028, прошел научную стажировку с 01.10.2019 по 20.12.2019г. В стороны КазНУ им аль-Фараби научно-практической стажировкой руководил доцент кафедры теплофизики и технической физики, к.ф.-м.н., Алдияров Абдурахман Уалиевич.  По итогам стажировки будет опубликована статья инд. Scopus, WoS.  Справка, основные награды Ережеп Д: Обладатель стипендий Правительства РФ (2019-2020г.)  Обладатель стипендий Правительства РФ по приоритетным направлениям подготовки среди аспирантов (2019-2020г.). Обладатель стипендий Президента РФ по приоритетным направлениям подготовки среди аспирантов (2018-2019г.). Обладатель стипендий Президента РФ по приоритетным направлениям подготовки среди магистрантов (2016-2017г.). Обладатель стипендии Ученого совета Университета ИТМО (2016-2017г.). Лучший выпускник Университета ИТМО 2017г. Победитель Конкурса «Молодые ученые Университета ИТМО». По итогам Конкурса сформированы новые стенды «Молодые ученые», которые вывешены в главном корпусе Университета ИТМО (РФ, Санкт-Петербург, Кронверкском пр., д.49.)     Желаем дальнейших успехов в научной карьере! Справка: КазНУ им. аль-Фараби единственный из вузов Центральной Азии вошел в топ-210 среди лучших вузов мира в международном рейтинге QS «World University Rankings» (занял 207 место)",Опубликовано: 24.12.2019 Раздел: Международная деятельность Опубликовала: Подразделения: Теги: научная деятельностьстажировка
"1061 RU Уважаемые студенты и преподаватели!  В Университете ИТМО с осеннего семестра 2019/2020 учебного года введены электронные ведомости. 1.    Электронная ведомость. Выставление отметок Электронные ведомости открываются в день проведения экзамена / зачета / дифференцированного зачета. Электронная ведомость открывается преподавателю, указанному в расписании промежуточной аттестации. для обучающихся по балльно-рейтинговой системе (бакалавриат и специалитет) баллы (за текущий контроль, рубежную аттестацию и промежуточную аттестацию) выставляются через электронные ведомости системы Academic NT (ЦДО), баллы по курсовой работе / курсовому проекту (КР/КП) выставляются в той же электронной ведомости;  для обучающихся вне БаРС (магистратура) отметки выставляются в электронные ведомости в ИСУ (Личный кабинет – Образование и наука – Электронная ведомость (далее из списка выбирается дисциплина, группа, ФИО обучающегося)), для выставления отметки по КР/КП откроются отдельные ведомости. 2.    Утверждение электронных ведомостей После выставления баллов / отметки обучающемуся электронную ведомость по нему необходимо утвердить до момента ее закрытия. Электронные ведомости закрываются на следующий день в 23:59. В случае если ведомость была не утверждена преподавателем, а заблокирована автоматически – выставление баллов и отметок становится невозможным, сумма набранных на этот момент баллов, достаточная для удовлетворительной оценки или зачета, автоматически не формируется. В этом случае дисциплина у обучающегося остается незакрытой. В связи с этим, обращаем внимание студентов, что если Вы на следующий день после проведения экзамена / зачета / дифференцированного зачета не увидели в своей электронной зачетной книжке полученную отметку, то в этот же день Вам необходимо связаться с преподавателям, чтобы он выставил баллы в установленный период. 3.    Электронные зачетные книжки В связи с вводом электронных ведомостей все отметки у обучающихся отображаются в электронных зачетных книжках в личном кабинете в ИСУ. Преподаватель выставляет баллы и утверждает ведомости, а информация из них автоматически переносится в электронную зачетную книжку (название дисциплины, трудоемкость, дата экзамена / зачета / дифференцированного зачета, ФИО преподавателя из расписания промежуточной аттестации, отметка). Даже в случае выставления отметки в день, следующий за датой проведения экзамена / зачета / дифференцированного зачета, в электронной ведомости и электронной зачетной книжке указывается дата проведения экзамена / зачета / дифференцированного зачета. 4.    Досрочная сдача Досрочное прохождение всей промежуточной аттестации или отдельного экзамена/ зачета возможно по согласованию со Студенческим офисом. Для этого обучающемуся требуется подать заявление в студенческий офис на досрочное прохождение промежуточной аттестации. В тексте заявления нужно отметить галкой (V) пункты-условия допуска к досрочной сдаче (выполнение всех условий не обязательно) и согласовать даты экзаменов/ зачетов с преподавателями дисциплин. Допуск к досрочному прохождению промежуточной аттестации не освобождает обучающегося от других занятий. Досрочная сдача экзамена / зачета / дифференцированного зачета является для обучающегося первой попыткой прохождения промежуточной аттестации, по итогам которой может возникнуть академическая задолженность. Информация о выставлении отметок по результатам досрочной сдачи экзамена / зачета / дифференцированного зачета будет предоставлена дополнительно. 5.    Оформление перезачетов / переаттестации обучающихся Все перезачеты оформляются сотрудниками факультетов/ институтов / кластера на основании решения аттестационной комиссии факультета / института / кластера (только на основании личного заявления обучающегося и справки об обучении (периоде обучения)) через систему «Факультет». Осуществление заседаний аттестационной комиссии факультета / института / кластера происходит по мере необходимости. Переаттестация выставляется преподавателями через ИСУ (для магистратуры) и через систему «Факультет» (для бакалавриата и специалитета). В случае выставления перезачета / переаттестации после дня проведения экзамена / зачета / дифференцированного зачета, определенного расписанием промежуточной аттестации, считается, что отметка выставлена в рамках повторной промежуточной аттестации. В случае возникновения вопросов обращайтесь к начальнику отдела мониторинга и статистики Татьяне Владимировне Суровегиной (e-mail: surovegina@mail.ifmo.ru).",Опубликовано: 23.12.2019 Раздел: Образование Опубликовала: Елисеева О.В. Подразделение: управление качества образовательного процесса Теги: досрочная сдачапереаттестацияперезачетпромежуточная аттестациясессияэлектронная ведомостьэлектронная зачетная книжка
"192 RU В сборнике представлены лучшие научно-исследовательские выпускные квалификационные работы магистров Университета ИТМО 2019 года. Материалы публикуются с целью развития творческого потенциала дипломированных специалистов, их навыков научно-исследовательской работы, стимулирования участия студентов в научных исследованиях, усиления роли научно-исследовательской работы в повышении качества подготовки специалистов с высшим образованием, формирования резерва для кадров высшей квалификации. Прикрепленные файлы Аннотированный сборник научно исследовательских выпускных квалификационных работ среди магистров университета итмо 15 627,57 КБ",Опубликовано: 23.12.2019 Раздел: Наука и инновации Опубликовала: Елисеева В.В. Подразделение: информационно-аналитический отдел
"84 RU В сборнике представлены лучшие научно-исследовательские выпускные квалификационные работы среди бакалавров и специалистов Университета ИТМО 2019 года. Материалы публикуются с целью развития творческого потенциала дипломированных специалистов, их навыков научно-исследовательской работы, стимулирования участия студентов в научных исследованиях, усиления роли научно-исследовательской работы в повышении качества подготовки специалистов с высшим образованием, формирования резерва для кадров высшей квалификации.  Прикрепленные файлы Аннотированный сборник научно исследовательских выпускных квалификационных работ среди бакалавров и специалистов университета итмо 9 336,45 КБ",Опубликовано: 23.12.2019 Раздел: Наука и инновации Опубликовала: Елисеева В.В. Подразделение: информационно-аналитический отдел
"126 RU Завершился 24-й Всероссийский конкурс студенческих выпускных квалификационных работ (ВКР) по укрупненной группе специальностей и направлений подготовки 12.00.00 Фотоника, приборостроение, оптические, биотехнические системы и технологии. Итоги конкурса подведены 16 декабря 2019 года. Решением конкурсной комиссии победителем конкурса ВКР 2019 года по направлению 12.04.03. «Фотоника и оптоинформатика» объявлен Павел Соколов, с работой «Исследование процессов формирования трехмерных объектов голографическими методами и их характеристик». Павел - выпускник факультета «Фотоники и оптоинформатики» Университета ИТМО. Конкурс проводился в соответствии с Планом работы Федерального учебно-методического объединения (ФУМО) по УГСН 12.00.00 Фотоника, приборостроение, оптические, биотехнические системы и технологии на 2019 год, утвержденным на заседании Федерального УМО по укрупненной группе специальностей и направлений подготовки в системе высшего образования. Цели проведения конкурса: Комплексная оценка уровня выполнения выпускных квалификационных работ (ВКР), как итогового этапа профессиональной подготовки выпускников. Выработка рекомендаций и обмен опытом по совершенствованию содержания ВКР и сближению с реальными запросами работодателей. Стимулирование творческого участия студентов в решении практических инновационных задач по соответствующим направлениям, способствование потребности развития самореализации и всестороннего развития личности. Содействие формированию мотивации профессионального роста и компетенций выпускников, конкурентоспособных на рынке труда.   Сердечно поздравляем Павла и его научного руководителя, к.т.н. Н.Д.Ворзобову, с великолепным результатом! Желаем новых достижений в научной и профессиональной деятельности!","Опубликовано: 23.12.2019 Раздел: Достижения Опубликовал: Иванов В.А. Подразделения: факультет фотоники и оптоинформатики, Международный институт ""Фотоника и оптоинформатика"" Теги: конкурс студенческих ВКР 2019факультет «Фотоники и оптоинформатики»"
"113 RU Межвузовский конкурс научно-исследовательских и инновационных проектов      Приглашаем команды, состоящие из студентов, аспирантов, преподавателей принять участие в конкурсе проектов «Бизнес в биотехнологиях и экономике замкнутого цикла»! Конкурс проходит в рамках программы приграничного сотрудничества Россия-Юго-Восточная Финляндия 2014-2020 гг. для стимулирования научных исследований в сфере биотехнологий и циркуляционной экономики, инициации новых НИОКР и стартапов.    Ключевые направления отбора проектов:  •Пищевые технологии;  •Технологии для агропромышленного комплекса;  •Энергосберегающие технологии;  •Технологии для экономики замкнутого цикла;  •IT в сфере биотехнологий и экономики замкнутого цикла;  •Биотехнологии для здравоохранения.  Участие в конкурсе позволит:  ·         попасть в русско-финский акселератор;  ·         получить обратную связь и профильную экспертизу своего проекта;  ·         представить свои проекты партнёрам программы;  ·         найти новых членов в команду; ·         получить поддержку проекта на всех стадиях участия в конкурсе.   Основные этапы:  Шаг 1 —Подача заявок (до 31 января 2020);  Шаг 2 —Экспертиза проектов (до 10 марта 2020);  Шаг 3 —Консультации и подготовка к защите проектов для очного финала конкурса; Шаг 4—Презентация проекта на очном финале конкурса (20 марта 2020);  Шаг 5—Участие в акселераторе (март — июнь 2020);  Шаг 6 —Инвестиционная питч-сессия проектов;  Шаг 7 —Дальнейшее сопровождение проектов (с июля 2020).    Ссылка для регистрации проектов: https://docs.google.com/forms/d/e/1FAIpQLSfsZ1q_Ml0UmuG-y41Kevz7gnr1UzYFQwJjNQ_2yDPHGCboow/viewform?vc=0&c=0&w=1&fbclid=IwAR1xWUoNZTyAgs666G3EVhDvg7rKep0tP4I0xhCLzR2npEAHTdr6ihnuV-4    Ссылка для регистрации отдельных участников, которые заинтересованы присоединиться к команде или создать команду для реализации своей идеи:  https://docs.google.com/forms/d/e/1FAIpQLScobbMJ1hToOY9ATrytMeEJcCkTNDxDS2M3sMrtsbU5VjiRfQ/viewform?vc=0&c=0&w=1&fbclid=IwAR2ZldRz2j27labJ9SexlaQCbJC0fFozn54o4K8xhBkA5hkCBYyr3GFUGi4   Следите за новостями —https://www.facebook.com/BBC1RUSFIN/    По всем вопросам можно обращаться к Дарье Мироновой и Александру Остроухову по электронной почте: inno@itmo.ru ",Опубликовано: 20.12.2019 Раздел: Наука и инновации Опубликовала: Помазкова Е.Е. Подразделение: мегафакультет биотехнологий и низкотемпературных систем Теги: акселераторбиотехнологииконкурс проектовроссия-финляндияэкономика замкнутого цикла
